AUTH_METHOD;TIMESTAMP;ACCOUNT_UID;ACCOUNT_NAME;ACCOUNT_EMAIL;ACCOUNT_ORGANIZATION_UID;ACCOUNT_ORGANIZATION_NAME;ACCOUNT_TAGS;FINDING_UID;PROVIDER;CHECK_ID;CHECK_TITLE;CHECK_TYPE;STATUS;STATUS_EXTENDED;MUTED;SERVICE_NAME;SUBSERVICE_NAME;SEVERITY;RESOURCE_TYPE;RESOURCE_UID;RESOURCE_NAME;RESOURCE_DETAILS;RESOURCE_TAGS;PARTITION;REGION;DESCRIPTION;RISK;RELATED_URL;REMEDIATION_RECOMMENDATION_TEXT;REMEDIATION_RECOMMENDATION_URL;REMEDIATION_CODE_NATIVEIAC;REMEDIATION_CODE_TERRAFORM;REMEDIATION_CODE_CLI;REMEDIATION_CODE_OTHER;COMPLIANCE;CATEGORIES;DEPENDS_ON;RELATED_TO;NOTES;PROWLER_VERSION;ADDITIONAL_URLS;ACCOUNT_OU_UID;ACCOUNT_OU_NAME
Service Principal: f42132d4-5ab5-4edd-8b32-4750f9cb11e6;2026-06-27 09:46:44.662891;843e85de-3f5f-4614-967a-9f39f1fe9ba7;Azure subscription 1;;e1a014d8-2ca2-4275-8220-414092cd8ed6;vigneshrajaramasamygmail.onmicrosoft.com;;prowler-azure-app_client_certificates_on-843e85de-3f5f-4614-967a-9f39f1fe9ba7-Central India-ref3tier-dev-app-7mog1c;azure;app_client_certificates_on;Web app requires incoming client certificates;;FAIL;Clients are not required to present a certificate for app 'ref3tier-dev-app-7mog1c' in subscription 'Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7)'.;False;app;;medium;microsoft.web/sites/config;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Web/sites/ref3tier-dev-app-7mog1c;ref3tier-dev-app-7mog1c;;;AzureCloud;Central India;**Azure App Service apps** enforce **mutual TLS** when `client certificate mode` is set to `Required`, meaning every inbound request must present a valid client certificate that the app can validate.;Without **mTLS**, clients aren't cryptographically authenticated at the transport layer. Adversaries can reach endpoints using spoofed sources or stolen tokens, leading to unauthorized data access (confidentiality), request tampering (integrity), and automated abuse that degrades service (availability).;;"Set `client certificate mode` to `Required` and validate client certs in application logic (issuer, validity, revocation).

Enforce HTTPS only, avoid broad exclusion paths, and manage certs via a trusted CA with rotation and revocation. Apply **least privilege** and **zero trust**, layering with private access or IP restrictions *as needed*.";https://hub.prowler.com/check/app_client_certificates_on;"```bicep
// Require client certificates for the web app
resource appService 'Microsoft.Web/sites@2022-03-01' = {
  name: '<example_resource_name>'
  location: '<example_location>'
  properties: {
    serverFarmId: '<example_resource_id>'
    clientCertEnabled: true   // Critical: enables mutual TLS
    clientCertMode: 'Required' // Critical: enforces client certs (passes the check)
  }
}
```";"```hcl
# Require client certificates for the App Service (use azurerm_linux_web_app or azurerm_windows_web_app)
resource ""azurerm_linux_web_app"" ""<example_resource_name>"" {
  name                = ""<example_resource_name>""
  location            = ""<example_location>""
  resource_group_name = ""<example_resource_name>""
  service_plan_id     = ""<example_resource_id>""

  client_certificate_enabled = true      # Critical: enables mutual TLS
  client_certificate_mode    = ""Required"" # Critical: enforces client certs (passes the check)

  site_config {}
}
```";az webapp update --resource-group <RESOURCE_GROUP_NAME> --name <APP_NAME> --set clientCertEnabled=true clientCertMode=Required;"1. Open Azure Portal and go to App Services
2. Select your web app
3. Go to Configuration > General settings
4. Under Client certificate mode, select Required
5. Click Save";CCC-v2025.10: CCC.Core.CN01.AR08 | CIS-2.0: 9.4 | ENS-RD2022: op.acc.5.r3.az.kv.1, op.acc.6.r3.az.kv.1 | FedRAMP-20x-KSI-Low-25.05C: ksi-svc | MITRE-ATTACK: T1040 | NIS2: 5.1.2.a, 6.2.1, 6.2.2.b, 6.2.2.c, 9.2.c.ii | PCI-4.0: 1.2.8.14, 1.2.8.15, 1.3.1.16, 1.3.1.17, 1.3.2.16, 1.3.2.17, 1.4.2.15, 1.4.2.16, 1.5.1.14, 1.5.1.15, 2.2.7.10, 3.5.1.1.5, 3.5.1.1.6, 3.5.1.3.12, 3.5.1.3.13, 3.6.1.2.5, 3.6.1.2.6, 3.6.1.3.5, 3.6.1.3.6, 3.6.1.4.5, 3.6.1.4.6, 3.6.1.5, 3.6.1.6, 3.7.1.6, 3.7.1.7, 3.7.2.5, 3.7.2.6, 3.7.4.6, 3.7.4.7, 3.7.6.5, 3.7.6.6, 3.7.7.5, 3.7.7.6, 4.2.1.1.14, 4.2.1.1.15, 4.2.1.10, 8.3.2.29, A1.1.3.14, A1.1.3.15;identity-access;;;Utilizing and maintaining client certificates will require additional work to obtain and manage replacement and key rotation.;5.31.1;https://learn.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-identity-management#im-4-authenticate-server-and-services | https://learn.microsoft.com/en-us/azure/app-service/app-service-web-configure-tls-mutual-auth;;
Service Principal: f42132d4-5ab5-4edd-8b32-4750f9cb11e6;2026-06-27 09:46:44.662891;843e85de-3f5f-4614-967a-9f39f1fe9ba7;Azure subscription 1;;e1a014d8-2ca2-4275-8220-414092cd8ed6;vigneshrajaramasamygmail.onmicrosoft.com;;prowler-azure-app_ensure_auth_is_set_up-843e85de-3f5f-4614-967a-9f39f1fe9ba7-Central India-ref3tier-dev-app-7mog1c;azure;app_ensure_auth_is_set_up;App Service app has App Service Authentication enabled;;FAIL;Authentication is not set up for app 'ref3tier-dev-app-7mog1c' in subscription 'Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7)'.;False;app;;medium;microsoft.web/sites;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Web/sites/ref3tier-dev-app-7mog1c;ref3tier-dev-app-7mog1c;;;AzureCloud;Central India;"**Azure App Service** can enforce built-in **Authentication/Authorization** (Easy Auth) so requests are authenticated by a provider before reaching app code.

This evaluates whether platform auth is enabled for the app and an identity provider is configured.";Without platform **authentication**, apps may accept **anonymous requests**, enabling unauthorized access to APIs and data. Attackers can enumerate endpoints and bypass weak app checks, risking data exposure (C), unauthorized changes (I), and automated abuse impacting availability (A).;;Enable App Service **Authentication/Authorization** and set `Require authentication` for unauthenticated requests. Use **Microsoft Entra** or a trusted IdP, restrict tenants/audiences, enforce HTTPS, and apply **least privilege** with role/claim checks and Conditional Access for defense-in-depth. Avoid `Allow anonymous requests`.;https://hub.prowler.com/check/app_ensure_auth_is_set_up;"```bicep
// Enable App Service Authentication (Easy Auth) for an existing Web App
resource auth 'Microsoft.Web/sites/config@2022-03-01' = {
  name: '<example_resource_name>/authsettingsV2'
  properties: {
    platformEnabled: true // CRITICAL: Turns on built-in authentication for the app
  }
}
```";"```hcl
# Enable App Service Authentication for an App Service (use azurerm_linux_web_app or azurerm_windows_web_app)
resource ""azurerm_linux_web_app"" ""<example_resource_name>"" {
  name                = ""<example_resource_name>""
  resource_group_name = ""<example_resource_name>""
  location            = ""<example_resource_name>""
  service_plan_id     = ""<example_resource_id>""

  site_config {}

  auth_settings_v2 {
    auth_enabled = true # CRITICAL: Enables built-in authentication (Easy Auth)
  }
}
```";az webapp auth update --resource-group <RESOURCE_GROUP_NAME> --name <APP_NAME> --enabled true;"1. Sign in to the Azure Portal and go to App Services
2. Select <APP_NAME> and open Authentication
3. Click Add identity provider, choose Microsoft, and click Add
4. Save changes

This enables App Service Authentication for the app";C5-2025: IAM-03.01AC | CCC-v2025.10: CCC.Core.CN05.AR01 | CIS-2.0: 9.1 | CIS-2.1: 9.1 | CIS-3.0: 9.2 | ENS-RD2022: op.acc.1.az.eid.1 | FedRAMP-20x-KSI-Low-25.05C: ksi-iam | NIS2: 2.1.2.g, 5.1.2.a, 6.2.1, 6.2.2.b, 6.2.2.c, 6.7.2.g, 11.1.1, 11.1.2.c, 11.6.1 | ProwlerThreatScore-1.0: 2.3.1;identity-access;;;This is only required for App Services which require authentication. Enabling on site like a marketing or support website will prevent unauthenticated access which would be undesirable. Adding Authentication requirement will increase cost of App Service and require additional security components to facilitate the authentication;5.31.1;https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/AppService/enable-app-service-authentication.html | https://learn.microsoft.com/en-us/azure/app-service/scenario-secure-app-authentication-app-service | https://learn.microsoft.com/en-us/azure/app-service/overview-authentication-authorization;;
Service Principal: f42132d4-5ab5-4edd-8b32-4750f9cb11e6;2026-06-27 09:46:44.662891;843e85de-3f5f-4614-967a-9f39f1fe9ba7;Azure subscription 1;;e1a014d8-2ca2-4275-8220-414092cd8ed6;vigneshrajaramasamygmail.onmicrosoft.com;;prowler-azure-app_ensure_http_is_redirected_to_https-843e85de-3f5f-4614-967a-9f39f1fe9ba7-Central India-ref3tier-dev-app-7mog1c;azure;app_ensure_http_is_redirected_to_https;App Service web app redirects HTTP to HTTPS;;PASS;HTTP is redirected to HTTPS for app 'ref3tier-dev-app-7mog1c' in subscription 'Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7)'.;False;app;;high;microsoft.web/sites;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Web/sites/ref3tier-dev-app-7mog1c;ref3tier-dev-app-7mog1c;;;AzureCloud;Central India;**Azure App Service web apps** redirect `HTTP` traffic to `HTTPS` when the `HTTPS Only` setting is enabled. This evaluation identifies apps that do not force secure transport by checking whether plaintext requests are automatically redirected to encrypted endpoints.;Leaving **HTTP accessible** enables **man-in-the-middle** interception, credential and cookie theft, and response tampering. This undermines **confidentiality** and **integrity**, and can lead to session hijacking or downgrade attacks that bypass TLS.;;"Enforce **HTTPS-only** for all apps.
- Use trusted certificates and require `TLS 1.2` or later
- Enable **HSTS** to prevent downgrade/mixed-content
- Redirect legacy `http` links to `https`
- Minimize HTTP exposure via WAF/CDN or private access
Apply **defense in depth** to protect data in transit.";https://hub.prowler.com/check/app_ensure_http_is_redirected_to_https;"```bicep
// Enable HTTPS-only redirect on an existing App Service
resource app 'Microsoft.Web/sites@2022-09-01' = {
  name: '<example_resource_name>'
  location: resourceGroup().location
  properties: {
    httpsOnly: true  // Critical: forces redirect from HTTP to HTTPS
  }
}
```";"```hcl
# Enforce HTTPS-only on an App Service
resource ""azurerm_windows_web_app"" ""<example_resource_name>"" {
  name                = ""<example_resource_name>""
  resource_group_name = ""<example_resource_name>""
  location            = ""<example_location>""
  service_plan_id     = ""<example_resource_id>""

  https_only = true # Critical: redirects HTTP to HTTPS
}
```";az webapp update --resource-group <RESOURCE_GROUP_NAME> --name <APP_NAME> --set httpsOnly=true;"1. Sign in to the Azure portal and go to App Services
2. Select your web app
3. Go to TLS/SSL settings and set HTTPS Only to On
4. Click Save";CCC-v2025.10: CCC.Core.CN01.AR01, CCC.Core.CN01.AR03 | CIS-2.0: 9.2 | CIS-2.1: 9.2 | CIS-3.0: 9.1 | ENS-RD2022: mp.com.3.az.nw.1 | FedRAMP-20x-KSI-Low-25.05C: ksi-svc | HIPAA: 164_312_e_1, 164_312_e_2_ii | MITRE-ATTACK: T1040 | NIS2: 2.1.2.g, 5.1.2.a, 6.2.1, 6.2.2.b, 6.2.2.c, 6.7.2.i, 6.7.2.l | PCI-4.0: 1.2.5.1, 1.2.5.6, 1.2.5.9, 1.2.5.10, 2.2.5.1, 2.2.5.6, 2.2.5.9, 2.2.5.10, 2.2.7.1, 2.2.7.4, 2.2.7.12, 2.2.7.13, 4.2.1.1.3, 4.2.1.1.8, 4.2.1.1.17, 4.2.1.1.18, 4.2.1.1, 4.2.1.4, 4.2.1.12, 4.2.1.13, 8.3.2.1, 8.3.2.7, 8.3.2.31, 8.3.2.32 | ProwlerThreatScore-1.0: 4.1.4 | RBI-Cyber-Security-Framework: annex_i_1_3 | SecNumCloud-3.2: 10.2;encryption;;;When it is enabled, every incoming HTTP request is redirected to the HTTPS port. This means an extra level of security will be added to the HTTP requests made to the app.;5.31.1;https://learn.microsoft.com/en-us/azure/app-service/configure-ssl-bindings#enforce-https | https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/AppService/enable-https-only-traffic.html# | https://learn.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-data-protection#dp-3-encrypt-sensitive-data-in-transit;;
Service Principal: f42132d4-5ab5-4edd-8b32-4750f9cb11e6;2026-06-27 09:46:44.662891;843e85de-3f5f-4614-967a-9f39f1fe9ba7;Azure subscription 1;;e1a014d8-2ca2-4275-8220-414092cd8ed6;vigneshrajaramasamygmail.onmicrosoft.com;;prowler-azure-app_ensure_using_http20-843e85de-3f5f-4614-967a-9f39f1fe9ba7-Central India-ref3tier-dev-app-7mog1c;azure;app_ensure_using_http20;App Service web app has HTTP/2.0 enabled;;FAIL;HTTP/2.0 is not enabled for app 'ref3tier-dev-app-7mog1c' in subscription 'Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7)'.;False;app;;low;microsoft.web/sites;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Web/sites/ref3tier-dev-app-7mog1c;ref3tier-dev-app-7mog1c;;;AzureCloud;Central India;**Azure App Service web apps** are evaluated for **HTTP/2 support** via the `http20_enabled` configuration, indicating whether the site serves traffic using the HTTP/2 protocol;Without **HTTP/2**, apps remain on **HTTP/1.1**, increasing connection overhead and head-of-line blocking, which can reduce **availability** under load. Inefficient use of TLS sessions raises **DoS susceptibility** and degrades user experience, impacting service reliability;;"Enable **HTTP/2** (`http20_enabled=true`) to use a modern, efficient transport.

- Enforce `HTTPS Only` and a strong minimum `TLS` version for defense-in-depth
- Validate app/library compatibility before rollout
- Monitor performance and errors post-change; deploy gradually";https://hub.prowler.com/check/app_ensure_using_http20;"```bicep
// Enable HTTP/2.0 on an existing App Service web app
resource webConfig 'Microsoft.Web/sites/config@2022-09-01' = {
  name: '<example_resource_name>/web'
  properties: {
    http20Enabled: true // Critical: enables HTTP/2.0 for the app
  }
}
```";"```hcl
# Enable HTTP/2.0 for an App Service (use azurerm_linux_web_app or azurerm_windows_web_app)
resource ""azurerm_linux_web_app"" ""<example_resource_name>"" {
  name                = ""<example_resource_name>""
  location            = ""<LOCATION>""
  resource_group_name = ""<example_resource_group>""
  service_plan_id     = ""<example_resource_id>""

  site_config {
    http2_enabled = true # Critical: enables HTTP/2.0
  }
}
```";az webapp config set --resource-group <RESOURCE_GROUP_NAME> --name <APP_NAME> --http20-enabled true;"1. Sign in to the Azure portal and go to App Services
2. Select your web app
3. Navigate to Settings > Configuration > General settings
4. Set HTTP version to 2.0
5. Click Save";CCC-v2025.10: CCC.Core.CN01.AR01 | CIS-2.0: 9.9 | CIS-2.1: 9.8 | CIS-3.0: 9.10 | HIPAA: 164_312_e_1 | NIS2: 5.1.2.a, 6.2.1, 6.2.2.b, 6.2.2.c | ProwlerThreatScore-1.0: 4.1.6;resilience;;;https://learn.microsoft.com/en-us/security/benchmark/azure/security-controls-v3-posture-vulnerability-management#pv-7-rapidly-and-automatically-remediate-software-vulnerabilities;5.31.1;https://azure.microsoft.com/en-us/blog/announcing-http-2-support-in-azure-app-service/ | https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/AppService/enable-http-2-for-app-service-web-applications.html | https://learn.microsoft.com/en-us/azure/app-service/configure-common?tabs=portal#general-settings;;
Service Principal: f42132d4-5ab5-4edd-8b32-4750f9cb11e6;2026-06-27 09:46:44.662891;843e85de-3f5f-4614-967a-9f39f1fe9ba7;Azure subscription 1;;e1a014d8-2ca2-4275-8220-414092cd8ed6;vigneshrajaramasamygmail.onmicrosoft.com;;prowler-azure-app_ftp_deployment_disabled-843e85de-3f5f-4614-967a-9f39f1fe9ba7-Central India-ref3tier-dev-app-7mog1c;azure;app_ftp_deployment_disabled;App Service web app has FTP disabled or FTPS-only enforced;;PASS;FTP is disabled for app 'ref3tier-dev-app-7mog1c' in subscription 'Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7)'.;False;app;;high;microsoft.web/sites;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Web/sites/ref3tier-dev-app-7mog1c;ref3tier-dev-app-7mog1c;;;AzureCloud;Central India;"**Azure App Service web apps** are evaluated for **FTP exposure** via the `ftpsState` setting. Values `FtpsOnly` or `Disabled` indicate FTP is not allowed; `AllAllowed` means both FTP and FTPS are accepted.";"Allowing **FTP (unencrypted)** exposes credentials on public endpoints, enabling **credential theft** and **session hijacking**.

Compromise grants write access to code and content, enabling **malicious deployments**, backdoors, and data leakage, degrading **integrity** and **confidentiality**-with greater blast radius if shared, user-scope publishing credentials are used.";;"Disable FTP or enforce **FTPS** (`ftpsState: FtpsOnly` or `Disabled`).

Prefer **CI/CD** over manual FTP and apply **least privilege** with app-scoped credentials. Rotate publishing secrets, enforce modern TLS, and restrict access via private networking. *If FTP is unavoidable*, require FTPS and monitor publishing logs.";https://hub.prowler.com/check/app_ftp_deployment_disabled;"```bicep
// Configure an existing App Service to enforce FTPS-only
resource webConfig 'Microsoft.Web/sites/config@2022-03-01' = {
  name: '<example_resource_name>/web'
  properties: {
    ftpsState: 'FtpsOnly' // CRITICAL: Sets FTP state to FTPS-only, avoiding insecure 'AllAllowed'
  }
}
```";"```hcl
# Enforce FTPS-only on an App Service
resource ""azurerm_windows_web_app"" ""<example_resource_name>"" {
  name                = ""<example_resource_name>""
  resource_group_name = ""<example_resource_name>""
  location            = ""<example_resource_name>""
  service_plan_id     = ""<example_resource_id>""

  site_config {
    ftps_state = ""FtpsOnly"" # CRITICAL: Enforces FTPS-only (not AllAllowed)
  }
}
```";az webapp config set --resource-group <RESOURCE_GROUP> --name <APP_NAME> --ftps-state FtpsOnly;"1. In Azure Portal, go to App Services and select your app
2. Go to Settings > Configuration > General settings
3. Set FTP state to FTPS only (or Disabled)
4. Click Save";CCC-v2025.10: CCC.Core.CN01.AR01, CCC.Core.CN01.AR03 | CIS-2.0: 9.10 | CIS-2.1: 9.9 | CIS-3.0: 9.3 | HIPAA: 164_312_e_1 | NIS2: 5.1.2.a, 6.2.1, 6.2.2.b, 6.2.2.c | ProwlerThreatScore-1.0: 2.3.2 | SecNumCloud-3.2: 10.2;encryption;;;Any deployment workflows that rely on FTP or FTPs rather than the WebDeploy or HTTPs endpoints may be affected.;5.31.1;https://learn.microsoft.com/en-us/azure/app-service/deploy-ftp?tabs=portal | https://www.trendmicro.com/cloudoneconformity/knowledge-base/azure/AppService/ftp-access-disabled.html | https://learn.microsoft.com/en-gb/answers/questions/1323820/can-i-create-an-azure-policy-that-disables-both-ft | https://icompaas.freshdesk.com/support/solutions/articles/62000234759-ensure-ftp-state-is-set-to-ftps-only-or-disabled-;;
Service Principal: f42132d4-5ab5-4edd-8b32-4750f9cb11e6;2026-06-27 09:46:44.662891;843e85de-3f5f-4614-967a-9f39f1fe9ba7;Azure subscription 1;;e1a014d8-2ca2-4275-8220-414092cd8ed6;vigneshrajaramasamygmail.onmicrosoft.com;;prowler-azure-app_http_logs_enabled-843e85de-3f5f-4614-967a-9f39f1fe9ba7-Central India-ref3tier-dev-app-7mog1c;azure;app_http_logs_enabled;App Service web app has HTTP logs enabled in diagnostic settings;;FAIL;App ref3tier-dev-app-7mog1c does not have a diagnostic setting in subscription Azure subscription 1 (843e85de-3f5f-4614-967a-9f39f1fe9ba7).;False;app;;low;microsoft.web/sites;/subscriptions/843e85de-3f5f-4614-967a-9f39f1fe9ba7/resourceGroups/ref3tier-dev-rg/providers/Microsoft.Web/sites/ref3tier-dev-app-7mog1c;ref3tier-dev-app-7mog1c;;;AzureCloud;Central India;**Azure App Service web apps** diagnostic settings include **HTTP request logging** when the `AppServiceHTTPLogs` category (or the `allLogs` group) is enabled to capture web access events.;Without **HTTP access logs**, visibility into requests is lost, hindering **detection** of brute force, probing, and injection attempts. This weakens **forensics** and reduces **confidentiality** and **integrity** by masking data access paths and blocking reliable incident timelines.;;Enable **diagnostic settings** with `AppServiceHTTPLogs` (or `allLogs`) and route logs to a centralized store. Enforce **least privilege**, retention, and tamper-resistant storage. Integrate with a **SIEM** for analytics and alerting, and periodically verify logging coverage across all apps and regions.;https://hub.prowler.com/check/app_http_logs_enabled;"```bicep
// Enable HTTP Logs for an existing App Service via Azure Monitor diagnostic setting
resource app 'Microsoft.Web/sites@2022-03-01' existing = {
  name: '<example_resource_name>'
}

resource diag 'Microsoft.Insights/diagnosticSettings@2021-05-01-preview' = {
  name: '<example_resource_name>'
  scope: app
  properties: {
    workspaceId: '<example_resource_id>' // Destination Log Analytics workspace
    logs: [
      {
        category: 'AppServiceHTTPLogs' // Critical: enable the HTTP Logs category
        enabled: true                  // Critical: turns HTTP Logs on
      }
    ]
  }
}
```";"```hcl
# Enable HTTP Logs for App Service via Azure Monitor diagnostic setting
resource ""azurerm_monitor_diagnostic_setting"" ""<example_resource_name>"" {
  name                       = ""<example_resource_name>""
  target_resource_id         = ""/subscriptions/<SUBSCRIPTION_ID>/resourceGroups/<RESOURCE_GROUP>/providers/Microsoft.Web/sites/<example_resource_name>""
  log_analytics_workspace_id = ""<example_resource_id>"" # Destination Log Analytics workspace

  log {                      # Critical: enables the HTTP Logs category
    category = ""AppServiceHTTPLogs""
    enabled  = true
  }
}
```";"az monitor diagnostic-settings create --name <example_resource_name> --resource /subscriptions/<SUBSCRIPTION_ID>/resourceGroups/<RESOURCE_GROUP>/providers/Microsoft.Web/sites/<APP_NAME> --workspace <LOG_ANALYTICS_WORKSPACE_RESOURCE_ID> --logs '[{""category"":""AppServiceHTTPLogs"",""enabled"":true}]'";"1. In Azure Portal, go to your App Service > Monitoring > Diagnostic settings
2. Click + Add diagnostic setting
3. Under Logs, check AppServiceHTTPLogs (or select the allLogs category group)
4. Choose a destination (Log Analytics workspace, Storage account, or Event Hub)
5. Click Save";C5-2025: OIS-08.07B, AM-01.01AC, OPS-11.02AC, OPS-15.01B, OPS-15.02B, OPS-15.03B, OPS-15.01AC, OPS-26.05B, DEV-08.02B, SIM-03.06B, SIM-03.07B, PSS-04.01B | CCC-v2025.10: CCC.Core.CN04.AR02, CCC.Core.CN04.AR03, CCC.Logging.CN01.AR02 | CIS-2.0: 5.1.7 | CIS-2.1: 5.1.6 | CIS-3.0: 6.1.6 | CIS-4.0: 7.1.1.6 | CIS-5.0: 6.1.1.6 | ENS-RD2022: op.mon.3.az.nw.1 | FedRAMP-20x-KSI-Low-25.05C: ksi-mla | HIPAA: 164_308_a_1_ii_d, 164_308_a_3_ii_a, 164_308_a_6_ii, 164_312_b | ISO27001-2022: A.8.15 | NIS2: 2.1.2.g, 2.1.2.h, 3.2.1, 3.2.3.c, 3.2.3.e, 3.2.3.g, 5.1.2.a, 6.2.1, 6.2.2.b, 6.2.2.c, 11.2.2.f | PCI-4.0: 10.2.1.1.1, 10.2.1.1.2, 10.2.1.1.4, 10.2.1.1.18, 10.2.1.1.19, 10.2.1.2.1, 10.2.1.2.2, 10.2.1.2.4, 10.2.1.2.15, 10.2.1.2.16, 10.2.1.3.1, 10.2.1.3.2, 10.2.1.3.4, 10.2.1.3.15, 10.2.1.3.16, 10.2.1.4.1, 10.2.1.4.2, 10.2.1.4.4, 10.2.1.4.15, 10.2.1.4.16, 10.2.1.5.1, 10.2.1.5.2, 10.2.1.5.4, 10.2.1.5.15, 10.2.1.5.16, 10.2.1.6.1, 10.2.1.6.2, 10.2.1.6.4, 10.2.1.6.15, 10.2.1.6.16, 10.2.1.7.1, 10.2.1.7.2, 10.2.1.7.4, 10.2.1.7.15, 10.2.1.7.16, 10.2.1.1, 10.2.1.2, 10.2.1.4, 10.2.1.15, 10.2.1.16, 10.2.2.1, 10.2.2.2, 10.2.2.4, 10.2.2.15, 10.2.2.16, 10.3.1.1, 10.3.1.2, 10.3.1.4, 10.3.1.15, 10.3.1.16, 10.6.3.1, 10.6.3.2, 10.6.3.4, 10.6.3.19, 10.6.3.20, 5.3.4.1, 5.3.4.2, 5.3.4.4, 5.3.4.18, 5.3.4.19, A1.2.1.1, A1.2.1.2, A1.2.1.4, A1.2.1.19, A1.2.1.20 | ProwlerThreatScore-1.0: 3.1.9 | RBI-Cyber-Security-Framework: annex_i_7_4 | SecNumCloud-3.2: 12.6 | SOC2: cc_7_2, cc_7_3, cc_a_1_1, pi_1_2;logging;;;Log consumption and processing will incur additional cost.;5.31.1;https://learn.microsoft.com/en-us/security/benchmark/azure/mcsb-logging-threat-detection#lt-3-enable-logging-for-security-investigation | https://docs.microsoft.com/en-us/azure/app-service/troubleshoot-diagnostic-logs;;
